INT,REGION,STATE,COUNTY,CD,SAMPCELL,SAMPYTH,SAMPGEN,ACTAGE,AGECAT,UPELECT,DIRECT,PGDBAL,GENERIC,DTID,JBID,PBID,JCID,KHID,BSID,EWID,CBID,NPID,MMID,GOPCID,DEMCID,DJTJA,DJTIS1,DJTIS2,DJTIS3,DJTIS4,DJTIS5,DJTIS6,DT3W,ELVIEW,FORAGN,Q26,Q27,Q28,IHPC1,IHPC2,IHPC3,IHPC4,IHPC5,IHPC6,IHPC7,IHPC8,IHPC9,IHPC10,IHPC11,IHPC12,IHCC1,IHCC2,IHCC3,IHCC4,IHCC5,IHCC6,IHCC7,IHCC8,IHCC9,IHCC10,IHCC11,IHCC12,ECONW,CIVIL1,CIVIL2,CIVIL3,CIVIL4,CIVIL5,CIVIL6,CRES1,CRES2,CRES3,CRES4,CRES5,CRES6,CRES7,CRES8,CRES9,DIVSCL,EDUC,IDEOL,PARTYID,PARTY,PVOTE16,UNION,MARITAL,CHILD,DENOMFRQ,BORN,RACE,HISP,ECONCLA2,SOURCE,SEXEMP,USR,LIST,INTGEN,LENGTHWW,ZIP,PROJECT,CURRPROJ,STATECD,STATENAME,CDPAR,COMPCD,RRINTEREA,RRINTEREB,RRINTEREC,RRINTERED,RRINTEREE,RRINTEREF,RRINTEREG,RRINTEREH,RRINTEREI,RRINTEREJ,RRINTEREK,AGE,RAGE,RAGEFL,NRCCAGE1,NRCCAGE2,NRCCAGE3,NRCCAGE4,NRCCAGE5,NRCCAGE6,RDIRECT,RPGDBAL,RGENERIC,RDTID,RJBID,RPBID,RJCID,RKHID,RBSID,REWID,RCBID,RNPID,RMMID,RGOPCID,RDEMCID,RDJTJA,RDJTIS1,RDJTIS2,RDJTIS3,RDJTIS4,RDJTIS5,RDJTIS6,R26,R28,RCIVIL1,RCIVIL2,RCIVIL3,RCIVIL4,RCIVIL5,RCIVIL6,REDUC,RIDEOL,RRIDEOL,RPARTYID,RPARTY,RUNION,RMARITAL,RCHILD,RRACE,RHISP,RSOURCE,RSEXEMP,SEX,GENDER,DATE,R96,R96FL,RR96,RR96FL,RPTYID89,RPTYID90,RPTY90FL,RPTYID98,RPTYD981,R89,R90,R90FL,R98,R981,R99,PARTISAN,STATUS,ONE,turn1,turn2,turn3,turn4,turn5,turnp1,turnp2,turnp3,turnp4,turnp5,turns1,turns2,turns3,turns4,turns5,turnc1,turnc2,turnc3,turnc4,turnc5,turng1,turng2,turng3,turng4,turng5,TOGGLE,TIMESRUN,W1,TIMESRUN2,W2,RUSR,RG1,RG2,PREZ16,SEN20,USRACE,EMPSTAT,AGERACE,GENRACE,WHSENIOR,PARIDEOL,EDRAC,SEXED2,SEXEDWH,MARAC,GENMAR2,MOMDAD,BUNDY,SEXBORN,RACEVANG,IDEOVAN,CLARAC,JACNT,RDENOMFR,goal1,goal2,goal3,turn,goal4,NUMCASES,ACTUAL,pturn,diff
125,1,9,3,1,Y,Y,M,37, ,1,5,7,5,4,2,2,2,1,2,1,2,1,4,4,2,5,3,5,5,4,5,4,1,1,2,1,3,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,2,4,1,1,3,1,3,1,2,3,3,1,80,6,4,7,6,2,2,2,1,6,2,1,2,2,10,1,4,1,2,19.1,6117,16440,16440,901,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,2,3,3,3,3,3,1,1,1,1,1,1,3,1,4,3,3,3,3,1,2,1,1,2,7,1,1,1,20191006,1,1,1,1,3,3,3,4,4,5,5,5,4,4,3,5,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.029741275,0,1,3,1,5,2,2,1,2,2,1,2,1,1,1,3,1,3,1,1,2, , ,1,5,3,28,42,75,23.09,47,1011,47.00248572,57.9154261,0
237,1,9,9,1,N,N,F,65, ,1,5,1,1,1,4,4,6,6,4,4,4,4,5,1,4,1,1,1,1,1,1,1,2,1,1,1,4,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,1,2,1,2,1,2,1,1,1,2,90,3,2,3,1,1,3,4,2,7,2,1,2,2,2,6,4,2,2,15.01666667,6489,16440,16440,901,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,2.2, , ,1.4, ,3,1,1,1,2,2,4,4,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,2,3,2,1,2,2,3,3,2,20191007,6,6,4,4,2,2,2,1,1,2,2,2,1,1,3,1,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,3,1,5,2,2,2,2,2,2,1,5,3,4,1,3,6,3,4,4, , ,1,1,4,21,38,75,22.66,53,1011,52.99751428,62.72394758,0
296,1,9,3,1,N,N,F,51, ,3,5,5,5,3,2,2,3,4,4,4,3,4,4,4,3,5,2,5,4,2,5,5,2,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,1,2,2,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,70,3,6,5,6,2,3,2,1,2,2,7,2,2,6,1,1,1,1,20.06666667,6010,16440,16440,901,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,3,1,3,3,1,3,3,1,3,1,1,1,1,1,1,2,2,3,3,3,2,2,1,4,2,5,1,1,1,20191007,2,1,2,1,3,4,3,4,4,5,6,5,4,4,2,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.232280021,0,1,1,1,5,2,2,6,2,8,7,2,2,4,2,2,2,7,1,1,2, , ,4,3,1,31,42,4,14.75,47,1011,47.00248572,99.98851236,0
56,1,9,15,2,N,N,F,53, ,1,5,7,5,4,1,6,6,6,3,3,6,5,5,4,3,5,5,4,4,4,4,3,7,5,5,1,4,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,5,5,2,2,3,1,4,4,4,3,3,4,4,999,3,6,7,8,6,4,6,3,8,3,7,3,6,12,12,6,2,1,18.76666667,6226,16440,16440,902,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,3,3,3,2,1,4,4,4,2,2,4,3,3,2,2,3,3,3,3,3,3,2,1,1,1,1,3,3,1,1,2,2,3,3,2,2,3,2,4,2,6,4,2,2,20191006,4,3,4,3,4,4,3,4,4,4,4,3,2,2,2,4,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.251250159,0,1,4,1,5,2,2, ,4,8,7,2,3,4,4,2,4,7,3,7,4, , ,5,5,4,31,42,4,22.12,53,1011,52.99751428,70.70590751,0
112,1,9,11,2,N,N,F,73, ,2,3,1,1,1,4,6,6,6,6,6,6,4,6,2,4,1,1,1,1,1,1,1,3,2,1,1,4,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,4,1,4,1,1,1,2,1,1,1,1,5,5,1,1,5,1,1,1,2,1,2,100,3,2,1,2,1,3,5,2,5,1,1,2,4,11,9,4,2,2,26.11666667,6370,16440,16440,902,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,2,1,1,1,2,4,4,4,4,4,4,2,4,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,1,2,1,1,2,3,2,1,2,6,4,2,2,20191006,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,1,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,3,1,5,2,2,2,3,2,2,1,5,3,4,1,3,6,3,7,3,1,1,5,1,3,21,38,75,21.16,53,1011,52.99751428,79.58132113,0
238,1,9,9,3,N,N,F,72, ,1,5,7,3,4,2,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,1,5,5,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,4,5,4,2,4,4,4,4,4,4,70,7,6,7,8,2,3,2,2,8,2,1,2,2,10,4,4,2,1,19.35,6405,16440,16440,903,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,2.2, , ,1.4, ,3,3,2,2,1,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,1,1,2,2,1,1,2,3,4,2,3,3,2,2,2,2,1,2,7,2,1,1,20191007,2,2,2,2,3,4,4,4,4,3,4,4,2,2,3,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.543337226,0,1,3,1,5,2,2,1,3,2,1,1,3,1,1,3,1,3,3,2,2, , ,1,5,4,21,42,75,25.28,47,1011,47.00248572,23.21575352,0
297,1,9,9,3,N,N,F,64, ,2,5,7,5,4,1,2,2,4,2,4,2,1,4,4,1,5,5,5,5,5,5,5,1,2,1,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,2,4,1,1,4,4,1,100,7,4,7,7,2,3,6,1,2,2,2,2,2,1,9,2,2,2,21.7,6515,16440,16440,903,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,1,1,2,1,2,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,2,3,1,2,2,1,4,2,2,20191007,4,4,4,4,4,4,4,4,5,6,6,6,4,5,3,5,5,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.17646831,0,1,2,1,5,2,2,5,3,4,4,2,1,2,3,3,4,7,2,7,4, , ,2,5,1,31,42,12,23.48,53,1011,52.99751428,52.6570053,0
210,1,9,1,4,Y,Y,M,34, ,1,1,1,2,1,4,4,6,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,2,1,2,1,4,1,1,1,4,60,6,2,2,2,1,3,1,2,3,2,1,2,3,6,1,4,1,1,17.26666667,6484,16440,16440,904,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.1,1.2,1.3, , ,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,2,1,1,2,1,2,1,2,5,1,1,1,20191007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.956926667,0,1,3,1,5,2,2,1,2,1,1,2,5,1,1,3,3,1,3,6,2, , ,5,1,2,20,38,75,22.28,47,1011,47.00248572,66.87487731,0
54,1,9,5,5,Y,Y,F,20, ,1,4,6,5,3,3,4,4,4,2,2,3,2,3,3,2,4,2,5,4,4,4,4,1,2,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,2,1,2,1,2,1,2,2,1,1,4,2,2,2,1,2,2,2,1,2,3,3,2,2,65,6,4,3,6,5,3,1,2,6,2,1,2,2,6,1,4,1,2,16.05,6782,16440,16440,905,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.1, , , , ,3,3,3,2,2,2,2,2,1,1,2,1,2,2,1,3,1,3,3,3,3,3,1,1,1,3,1,1,1,1,4,3,3,1,3,2,1,2,1,2,5,1,1,1,20191006,1,1,1,1,1,1,1,1,1,5,5,5,4,4,2,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.956926667,0,1,3,1,5,2,2,1,2,1,1,2,1,1,1,3,3,1,3,6,2, , ,1,4,3,20,38,75,19.36,47,1011,47.00248572,91.60202367,0
418,1,9,1,5,N,N,F,62, ,1,5,7,5,4,2,1,2,2,2,2,2,2,4,4,2,5,2,5,4,2,5,5,1,1,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,4,4,1,80,7,4,7,6,2,1,2,2,6,2,1,2,2,10,9,1,2,2,17.98333333,6804,16440,16440,905,Connecticut,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,1,2,2,1,2,7,4,2,2,20191008,4,4,4,4,4,4,4,4,4,6,6,6,4,4,3,5,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.981590874,0,1,1,1,5,2,2,6,3,2,2,1,1,1,3,3,1,4,3,2,4, , ,1,3,3,31,42,75,24.98,53,1011,52.99751428,25.61642798,0
220,1,10,3,1,Y,Y,M,52, ,2,5,6,4,4,3,2,3,3,1,3,3,4,4,4,4,5,4,5,4,4,5,4,1,2,1,1,3,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,60,7,4,4,6,3,2,3,2,5,2,1,2,3,2,1,2,1,2,20.65,19803,16440,16440,1001,Delaware,2,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,2.2, ,1.3,1.4,2.1,3,3,3,2,2,1,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,2,3,1,3,2,1,2,2,1,1,1,20191007,2,1,2,1,5,6,5,2,2,5,6,5,4,4,3,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.241486299,0,1,2,1,5,2,2,5,2,2,1,2,1,1,1,3,3,5,3,7,2, , ,5,5,3,31,20,75,20.84,47,1011,47.00248572,82.8837362,0
252,1,10,3,1,N,N,F,999,7,1,5,7,4,4,3,5,3,3,2,1,2,2,4,4,3,5,5,5,5,5,5,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,2,2,1,2,1,3,1,2,2,5,1,60,6,4,7,6,2,3,2,1,6,2,1,2,3,4,9,2,2,2,18.65,19809,16440,16440,1001,Delaware,2,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,2,3,2,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,2,2,1,1,2,4,4,2,2,20191007,4,4,4,4,4,4,4,4,4,6,6,6,4,4,3,5,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.981590874,0,1,2,1,5,2,2,5,3,2,2,1,1,1,3,3,1,4,2,1,4, , ,5,5,3,31,42,75,24.4,53,1011,52.99751428,34.46995053,0
739,1,10,5,1,Y,Y,F,41, ,1,5,7,5,4,1,2,3,1,2,1,3,1,4,3,2,5,5,5,5,5,5,5,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,4,1,3,4,4,1,55,7,4,5,7,2,1,1,1,2,1,2,2,2,8,6,1,1,1,18.15,19963,16440,16440,1001,Delaware,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,2,1,1,1,2,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,1,1,1,2,2,5,3,3,2,20191009,5,5,3,3,4,3,3,4,5,6,5,5,4,5,3,5,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.334972533,0,1,1,1,5,2,2,6,2,4,4,2,1,2,3,3,4,7,2,5,3,2,4,2,5,1,28,42,12,24.35,53,1011,52.99751428,37.59229988,0
396,1,11,1,1,Y,Y,M,40, ,1,5,7,5,4,2,2,2,2,2,1,2,1,4,4,2,5,5,5,5,5,5,4,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,4,1,2,2,3,2,2,1,2,2,1,75,6,4,6,7,2,1,2,1,2,2,2,2,2,8,6,4,1,2,23.58333333,20032,16440,16440,1101,D.C.,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,4,3,3,3,3,1,2,1,2,2,5,3,3,2,20191008,5,5,3,3,4,3,3,4,5,6,5,5,4,5,3,5,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.334972533,0,1,3,1,5,3,2,4,2,4,4,2,1,2,3,3,2,7,2,1,4, , ,2,5,1,28,42,12,23.77,53,1011,52.99751428,45.54427007,0
759,1,11,1,1,N,N,M,81, ,1,4,7,5,4,1,1,1,1,1,1,1,1,2,3,1,5,2,4,2,2,5,4,1,2,2,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,2,4,2,2,4,4,1,60,7,5,7,6,2,3,1,2,7,2,1,2,2,3,4,3,2,2,19.35,20003,16440,16440,1101,D.C.,2,2,0,0,0,0,0,0,0,0,0,0,0,11,4,3,4,2.2, , ,1.4, ,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,3,3,1,1,1,1,1,1,1,1,4,3,3,3,3,2,1,2,1,2,3,2,1,1,20191009,2,2,2,2,3,4,4,4,4,5,6,6,4,4,3,5,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.543337226,0,1,2,1,5,3,2,5,3,2,1,1,1,1,1,3,3,1,3,6,2, , ,1,3,4,21,42,75,25.16,47,1011,47.00248572,24.14469827,0
212,3,12,33,1,Y,Y,M,44, ,1,1,1,1,1,4,4,4,4,4,4,4,4,1,2,4,1,1,1,1,1,1,1,3,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,5,1,1,5,1,1,4,1,1,1,2,1,1,1,3,75,6,1,1,2,1,3,3,1,2,1,1,2,2,5,1,4,1,2,16.56666667,32506,16440,16440,1201,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,4,1,1,1,1,2,3,1,1,2,4,1,1,1,20191007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,3,3,2,2,2,1,2,2,1,2,5,1,1,3,3,5,1,7,1,1,1,1,1,1,28,38,75,23.09,47,1011,47.00248572,57.9154261,0
379,3,12,131,1,Y,Y,M,41, ,1,5,7,5,4,1,6,5,2,2,2,6,1,2,4,2,5,5,5,5,5,5,5,1,1,2,1,1,1,2,3,3,2,3,3,3,3,2,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,2,3,2,1,1,1,2,1,1,2,2,1,7,7,4,9,5,3,3,4,1,2,2,1,2,2,4,7,1,1,2,17.81666667,32435,16440,16440,1201,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,3,3,3,2,1,4,3,1,1,1,4,1,1,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,4,3,3,2,3,2,3,1,1,2,4,3,3,2,20191008,5,5,3,3,6,5,5,2,2,6,5,5,4,4,3,3,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.751203237,0,1,1,3,2,2,2,6,2,2,2,2,1,1,3,3,3,6,2,3,4, , ,1,5,1,28,20,75,24.35,53,1011,52.99751428,37.59229988,0
627,3,12,131,1,Y,Y,M,40, ,1,1,1,1,2,3,6,6,6,2,4,3,4,6,1,4,1,1,2,2,1,1,1,3,2,1,1,3,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,4,1,1,2,3,5,5,2,4,1,4,4,4,3,1,4,4,1,1,4,60,3,2,1,2,1,3,2,1,7,1,1,2,2,1,2,1,1,2,18.4,32433,16440,16440,1201,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.1,1.2,1.3,1.4,2.1,1,1,1,1,2,4,4,4,1,2,2,2,4,1,2,1,1,1,1,1,1,1,1,3,3,3,1,3,1,3,2,1,2,1,1,2,2,1,1,2,1,1,1,1,20191009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.04901356,0,1,1,3,2,2,2,6,2,2,1,2,5,3,2,1,1,3,1,1,1,1,1,1,1,4,28,38,75,20.64,47,1011,47.00248572,84.48156086,0
687,3,12,33,1,N,Y,F,57, ,1,5,7,5,4,2,3,6,2,3,2,3,3,4,4,4,5,5,5,5,5,5,5,1,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,5,4,6,6,2,3,2,2,1,1,1,2,3,2,9,4,2,1,18.1,32503,16440,16440,1201,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,2.2, , ,1.4,2.1,3,3,3,2,1,2,4,1,2,1,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,1,2,2,4,2,2,20191009,4,4,4,4,4,4,4,4,4,6,6,6,4,4,3,5,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.981590874,0,1,3,3,2,2,2,2,3,2,2,2,1,3,4,1,1,4,3,2,3,1,3,5,5,1,31,42,75,29.56,53,1011,52.99751428,3.474280723,0
49,3,12,65,2,N,Y,F,48, ,1,5,1,2,2,3,4,5,4,3,3,4,4,5,3,3,2,2,4,4,2,2,4,2,2,2,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,1,1,3,1,3,3,3,1,2,1,1,1,1,1,1,4,1,1,1,2,2,2,1,3,60,6,2,3,2,1,3,2,2,7,2,1,2,2,4,2,1,2,2,18.08333333,32344,16440,16440,1202,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,2,2,1.1,1.2,1.3,1.4,2.1,3,1,1,1,2,2,3,2,2,2,2,2,3,2,2,1,1,3,3,1,1,3,1,3,1,1,1,1,1,1,4,1,2,1,1,2,2,2,1,2,4,1,1,1,20191006,2,1,2,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.924461875,0,1,1,3,2,2,2,6,2,2,1,2,5,1,1,3,1,3,3,2,2, , ,1,3,4,31,38,75,23.7,47,1011,47.00248572,51.38847596,0
61,3,12,23,2,N,N,F,69, ,1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,7,5,5,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,5,1,1,3,1,1,1,1,1,1,1,1,5,1,1,1,80,5,6,4,8,6,3,2,2,2,1,2,2,6,1,9,1,2,2,22.41666667,32055,16440,16440,1202,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,8,4,3,4,2.2, , ,1.4, ,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,3,1,1,2,1,1,1,3,2,3,2,2,2,2,2,2,2,1,4,2,2,20191006,4,4,4,4,6,6,6,2,5,4,4,4,2,5,3,3,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,1.739857724,0,1,1,3,2,2,2,6,3,4,4,2,3,4,4,2,2,7,3,2,3,2,4,5,5,1,21,20,12,25.88,53,1011,52.99751428,19.94329473,0
81,3,12,41,2,N,Y,M,34, ,2,5,1,1,1,4,4,6,6,4,6,6,4,6,1,4,1,1,1,1,1,1,1,2,2,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,1,5,1,5,1,1,1,3,2,1,5,5,5,2,5,4,50,6,2,2,2,1,3,2,1,2,1,1,2,3,10,7,1,2,2,16.13333333,32643,16440,16440,1202,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1.1,1.2,1.3, , ,3,1,1,1,2,2,4,4,2,4,4,2,4,1,2,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,4,1,2,1,1,2,2,1,1,2,7,3,3,2,20191006,5,5,3,3,2,1,1,1,1,2,1,1,1,1,3,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,2.116747422,0,1,1,3,2,2,2,6,2,1,2,2,5,1,3,3,1,4,2,1,3,1,1,5,1,1,20,38,75,21.65,53,1011,52.99751428,76.40721323,0
227,3,12,73,2,N,N,F,77, ,1,5,6,1,4,2,5,5,2,2,1,3,2,2,2,2,5,2,4,3,2,5,4,1,2,1,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,1,2,2,3,1,5,5,2,2,5,2,50,6,2,2,3,2,3,2,2,3,1,1,2,1,1,9,4,2,2,19.61666667,32312,16440,16440,1202,Florida,1,2,0,0,0,0,0,0,0,0,0,0,0,10,4,3,4,2.2, , ,1.4, ,3,3,1,2,1,3,3,1,1,1,2,1,1,1,1,3,1,3,2,1,3,3,1,1,1,1,1,1,1,1,4,1,2,1,1,2,2,2,1,2,1,4,2,2,20191007,4,4,4,4,2,2,2,1,1,2,2,2,1,1,3,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,0.598710578,0,1,3,3,2,2,2,2,3,2,2,1,5,1,3,3,1,4,3,2,3,1,1,5,3,2,21,38,75,22.07,53,1011,52.99751428,71.4794488,0
